State,Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Customer service calls,Churn
AL,151.0,408.0,No,No,0.0,237.2,124.0,40.32,222.6,87.0,18.92,173.3,81.0,7.8,11.0,3.0,2.97,1.0,False
AK,108.0,415.0,No,No,0.0,103.0,129.0,17.51,242.3,103.0,,170.2,89.0,7.66,7.9,3.0,2.13,1.0,False
PA,53.0,415.0,No,No,0.0,205.1,86.0,34.87,160.5,,13.64,149.5,142.0,6.73,10.7,2.0,2.89,3.0,False
NV,144.0,415.0,Yes,No,0.0,150.0,69.0,25.5,285.9,73.0,10.78,190.6,121.0,8.58,9.4,15.0,2.54,0.0,False
AL,91.0,510.0,No,Yes,0.0,232.4,97.0,39.51,186.0,88.0,15.81,190.5,128.0,8.57,12.3,3.0,3.32,3.0,False
GA,58.0,408.0,No,No,0.0,165.4,100.0,28.12,115.7,87.0,9.83,193.8,118.0,,12.8,5.0,3.46,2.0,False
AR,5.0,415.0,No,No,0.0,127.1,106.0,33.86,187.3,12.0,15.92,214.0,85.0,9.63,13.3,3.0,3.59,3.0,False
MA,97.0,408.0,No,No,0.0,217.6,81.0,36.99,320.5,51.0,27.24,150.7,110.0,6.78,4.2,3.0,1.13,0.0,False
MO,142.0,,No,Yes,30.0,154.0,75.0,26.18,165.8,97.0,,270.0,83.0,12.15,10.8,5.0,2.92,1.0,False
NY,9.0,408.0,No,Yes,31.0,193.8,130.0,32.95,202.6,98.0,17.22,191.2,102.0,8.6,13.3,2.0,3.59,1.0,False
AZ,73.0,415.0,No,No,0.0,175.4,130.0,29.82,248.1,105.0,21.09,122.4,85.0,5.51,12.2,4.0,3.29,0.0,False
WV,43.0,408.0,No,No,0.0,230.2,147.0,39.13,,121.0,15.87,,100.0,5.78,9.2,3.0,2.48,0.0,False
NM,122.0,408.0,No,Yes,33.0,174.9,103.0,29.73,248.2,105.0,21.1,164.6,116.0,7.41,13.5,3.0,3.65,1.0,True
SC,93.0,,No,No,0.0,190.2,68.0,32.33,262.2,64.0,22.29,130.0,92.0,5.85,8.8,4.0,2.38,0.0,False
VT,85.0,415.0,No,No,0.0,176.4,122.0,29.99,224.9,123.0,19.12,219.6,50.0,9.88,11.5,1.0,3.11,1.0,False
LA,87.0,415.0,No,No,0.0,228.7,90.0,38.88,163.0,99.0,13.86,,90.0,6.93,11.8,3.0,3.19,1.0,False
OH,137.0,408.0,No,No,0.0,144.0,,24.48,181.6,100.0,15.44,128.1,93.0,5.76,12.3,2.0,3.32,0.0,False
OR,21.0,510.0,No,Yes,31.0,135.9,90.0,23.1,271.0,84.0,23.04,179.1,89.0,8.06,9.5,7.0,2.57,6.0,False
KY,104.0,415.0,No,No,0.0,130.5,77.0,22.19,131.2,,11.15,264.7,63.0,11.91,13.0,6.0,3.51,0.0,False
GA,93.0,408.0,No,Yes,21.0,134.2,105.0,22.81,162.5,128.0,13.81,186.6,90.0,8.4,11.8,2.0,3.19,4.0,True
VT,63.0,415.0,No,No,0.0,278.0,102.0,47.26,266.4,114.0,22.64,224.1,118.0,10.08,13.1,4.0,3.54,,True
OR,161.0,415.0,No,No,0.0,105.4,70.0,17.92,214.8,122.0,18.26,,126.0,10.06,7.8,5.0,2.11,0.0,False
MO,103.0,408.0,No,Yes,24.0,111.8,85.0,19.01,239.6,102.0,20.37,268.3,81.0,12.07,6.9,4.0,1.86,,False
ND,84.0,415.0,No,Yes,33.0,159.1,106.0,27.05,149.8,112.0,12.73,213.4,108.0,9.6,,18.0,3.51,1.0,False
MN,92.0,510.0,No,No,0.0,212.4,116.0,36.11,224.6,118.0,19.09,221.3,105.0,9.96,9.0,4.0,2.43,1.0,False
NV,77.0,415.0,No,No,0.0,142.3,112.0,,306.3,111.0,26.04,196.5,82.0,8.84,9.9,1.0,2.67,1.0,False
NY,64.0,415.0,Yes,No,0.0,346.8,55.0,58.96,249.5,79.0,21.21,275.4,102.0,12.39,13.3,9.0,3.59,1.0,True
FL,159.0,415.0,No,Yes,15.0,113.9,110.0,19.36,145.3,146.0,12.35,195.2,137.0,11.29,11.8,9.0,3.19,1.0,False
KS,110.0,415.0,Yes,Yes,27.0,267.9,103.0,45.54,263.3,74.0,22.38,178.1,106.0,,8.3,2.0,2.24,1.0,True
NV,138.0,510.0,No,No,0.0,171.4,117.0,29.14,115.2,128.0,9.79,224.5,,10.1,17.0,4.0,4.59,3.0,False
NV,,408.0,No,No,0.0,275.4,150.0,46.82,187.5,62.0,15.94,147.1,126.0,6.62,13.6,3.0,3.67,1.0,False
SC,38.0,415.0,No,Yes,31.0,197.2,118.0,33.52,249.9,70.0,21.24,298.9,104.0,13.45,3.9,2.0,1.05,0.0,False
MI,45.0,510.0,No,Yes,26.0,91.7,104.0,15.59,150.6,,12.8,63.3,103.0,2.85,7.7,5.0,2.08,1.0,False
TN,,510.0,No,No,0.0,126.3,99.0,21.47,141.6,,12.04,255.9,96.0,11.52,9.6,2.0,2.59,0.0,False
NY,147.0,510.0,No,Yes,33.0,251.5,98.0,42.76,234.1,110.0,19.9,213.4,87.0,9.6,10.4,6.0,2.81,3.0,False
NV,94.0,510.0,No,No,0.0,190.6,108.0,32.4,152.3,,12.95,144.7,97.0,6.51,7.5,5.0,2.03,1.0,False
IL,179.0,510.0,No,No,0.0,116.1,101.0,19.74,201.8,115.0,17.15,181.9,103.0,8.19,11.6,5.0,3.13,0.0,False
ND,59.0,510.0,No,No,0.0,179.4,80.0,30.5,232.5,108.0,19.76,175.8,105.0,7.91,14.7,3.0,3.97,0.0,False
NC,165.0,415.0,No,No,0.0,248.6,109.0,35.31,164.8,,14.01,54.5,,2.45,7.9,3.0,2.13,0.0,False
MI,133.0,408.0,No,No,0.0,277.3,138.0,47.14,228.4,117.0,19.41,117.3,103.0,5.28,12.8,4.0,3.46,2.0,True
TN,140.0,415.0,No,No,0.0,125.3,84.0,32.86,167.6,121.0,22.23,260.6,119.0,11.73,8.4,4.0,2.27,1.0,False
VT,93.0,408.0,No,Yes,0.0,138.1,91.0,23.48,167.3,72.0,,238.9,115.0,10.75,6.8,3.0,1.84,2.0,False
DE,64.0,415.0,No,Yes,27.0,201.3,101.0,34.22,143.8,89.0,12.22,150.2,127.0,6.76,12.3,3.0,3.32,1.0,False
OR,48.0,415.0,No,No,0.0,190.4,92.0,32.37,317.5,85.0,26.99,133.4,113.0,6.0,8.3,4.0,2.24,2.0,False
NY,181.0,408.0,No,No,0.0,143.3,91.0,24.36,195.5,58.0,16.62,223.3,95.0,10.05,6.0,7.0,1.62,1.0,False
MO,168.0,415.0,No,Yes,42.0,97.4,57.0,16.56,203.6,98.0,17.31,173.9,,7.83,,2.0,3.08,2.0,False
FL,155.0,415.0,No,No,0.0,181.4,111.0,30.84,167.7,92.0,14.25,168.5,122.0,7.58,11.3,3.0,3.05,3.0,False
NY,59.0,,No,No,0.0,143.4,130.0,24.38,289.4,50.0,24.6,194.0,100.0,8.73,9.7,6.0,2.62,2.0,False
ND,182.0,415.0,No,No,0.0,104.9,111.0,,198.5,120.0,16.87,258.2,91.0,11.62,8.0,5.0,2.16,2.0,False
OH,102.0,415.0,No,No,0.0,114.8,125.0,19.52,81.9,,6.96,304.3,101.0,13.69,12.0,4.0,3.24,0.0,False
AL,122.0,415.0,No,No,0.0,232.5,96.0,39.53,205.5,120.0,17.47,213.7,91.0,9.62,11.9,2.0,3.21,0.0,False
SC,41.0,415.0,No,No,0.0,143.6,117.0,24.41,152.4,108.0,12.95,194.4,110.0,8.75,8.6,3.0,2.32,1.0,False
GA,132.0,415.0,No,No,0.0,176.7,132.0,30.04,244.1,80.0,20.75,176.3,120.0,7.93,9.1,3.0,2.46,2.0,False
WY,76.0,415.0,No,No,,240.0,94.0,44.78,230.3,69.0,19.58,170.6,101.0,7.68,11.4,5.0,3.08,1.0,True
HI,115.0,415.0,No,Yes,33.0,145.0,72.0,24.65,194.5,157.0,19.0,242.3,138.0,10.9,14.2,3.0,3.83,2.0,False
LA,154.0,510.0,No,No,0.0,166.9,99.0,28.37,154.9,97.0,13.17,189.4,89.0,8.52,7.2,5.0,,0.0,False
AR,100.0,510.0,No,No,0.0,142.5,87.0,24.23,195.4,88.0,16.63,122.1,117.0,5.49,7.8,8.0,2.11,2.0,False
AK,146.0,510.0,Yes,No,0.0,133.0,65.0,22.61,262.8,93.0,22.34,214.3,128.0,9.64,11.2,3.0,3.02,1.0,False
AL,67.0,415.0,No,Yes,28.0,95.0,94.0,16.15,233.4,73.0,24.75,159.6,114.0,7.18,10.0,2.0,2.7,2.0,
UT,161.0,510.0,Yes,No,0.0,68.5,106.0,33.01,249.4,105.0,,254.9,,11.47,12.9,1.0,3.48,1.0,True
KS,70.0,415.0,No,No,0.0,222.8,114.0,37.88,215.9,113.0,18.35,,122.0,10.06,0.0,0.0,0.0,1.0,False
VA,99.0,415.0,No,Yes,42.0,216.0,125.0,36.72,232.3,104.0,19.75,215.5,100.0,9.7,9.3,4.0,2.51,2.0,True
UT,87.0,415.0,No,No,24.0,146.3,108.0,24.87,171.8,102.0,14.6,167.5,66.0,7.54,5.3,9.0,1.43,1.0,False
IN,87.0,510.0,No,No,0.0,234.8,85.0,39.92,140.9,95.0,11.98,204.3,93.0,9.19,,5.0,2.57,1.0,False
CT,70.0,408.0,No,No,0.0,198.6,111.0,33.76,213.9,115.0,18.18,171.2,105.0,7.7,10.6,6.0,2.86,2.0,False
MO,119.0,408.0,No,Yes,32.0,142.6,77.0,24.24,208.2,126.0,17.7,171.0,102.0,7.69,12.0,2.0,3.24,3.0,False
RI,87.0,510.0,Yes,No,0.0,134.2,80.0,22.81,165.0,71.0,14.03,,102.0,7.79,11.6,5.0,2.89,0.0,False
CA,112.0,415.0,No,No,0.0,111.9,92.0,19.02,114.0,143.0,9.69,,79.0,6.61,14.1,3.0,3.81,5.0,True
RI,75.0,415.0,No,No,0.0,122.8,89.0,20.88,211.3,104.0,,261.4,91.0,11.76,10.7,2.0,2.89,2.0,False
CT,150.0,510.0,No,No,0.0,189.3,77.0,32.18,220.9,105.0,18.78,238.7,117.0,10.74,9.2,5.0,2.48,4.0,False
IN,161.0,510.0,No,Yes,38.0,240.4,112.0,40.87,201.8,102.0,17.15,206.1,112.0,9.27,16.1,6.0,4.35,0.0,False
FL,91.0,510.0,Yes,Yes,24.0,93.5,124.0,15.9,183.4,128.0,15.59,240.7,133.0,10.83,9.9,3.0,,0.0,False
KS,124.0,415.0,No,No,0.0,158.6,104.0,26.96,211.2,77.0,17.95,,104.0,8.07,10.2,8.0,2.75,3.0,False
RI,158.0,510.0,No,No,0.0,220.9,129.0,37.55,242.2,108.0,20.59,233.3,75.0,10.5,6.4,5.0,1.73,0.0,False
NV,102.0,415.0,No,No,0.0,144.4,87.0,24.55,266.5,128.0,22.65,217.6,59.0,9.79,7.1,7.0,1.92,0.0,False
UT,85.0,510.0,No,No,0.0,212.3,107.0,36.09,228.4,103.0,19.41,163.3,116.0,7.35,7.7,3.0,2.08,0.0,False
OK,,510.0,No,No,0.0,147.0,72.0,24.99,165.7,102.0,14.08,243.2,107.0,10.94,,9.0,2.27,1.0,False
MN,139.0,510.0,No,Yes,25.0,96.2,112.0,16.35,178.9,,15.21,182.1,84.0,8.19,,10.0,3.48,2.0,False
NC,103.0,415.0,No,No,0.0,263.4,118.0,44.78,215.5,79.0,15.22,214.7,112.0,,10.3,2.0,2.78,0.0,False
OR,98.0,415.0,Yes,No,0.0,12.5,67.0,2.13,256.6,,21.81,169.4,88.0,7.62,7.7,9.0,2.08,1.0,False
NH,78.0,408.0,No,No,0.0,162.3,116.0,27.59,192.4,86.0,16.35,240.6,100.0,10.83,10.1,3.0,2.73,2.0,False
AK,50.0,408.0,No,No,0.0,183.6,107.0,31.21,58.6,107.0,4.98,202.6,99.0,9.12,8.7,3.0,,1.0,False
WV,86.0,415.0,No,Yes,38.0,123.0,158.0,20.91,133.9,119.0,11.38,138.2,103.0,6.22,13.3,4.0,3.59,1.0,False
GA,92.0,510.0,No,No,0.0,,125.0,35.36,198.9,76.0,16.91,76.4,97.0,3.44,8.6,6.0,,0.0,False
NM,174.0,415.0,No,No,0.0,239.2,72.0,40.66,188.5,124.0,16.02,,116.0,,8.8,3.0,2.38,1.0,False
OH,124.0,510.0,No,No,0.0,193.0,97.0,32.81,89.8,99.0,7.63,,104.0,7.78,15.3,3.0,4.13,,False
RI,190.0,415.0,No,Yes,26.0,116.7,71.0,19.84,,88.0,12.4,175.1,103.0,,9.9,3.0,2.67,1.0,False
HI,101.0,510.0,No,No,0.0,93.8,142.0,15.95,150.0,104.0,16.68,,116.0,10.85,10.7,2.0,2.89,1.0,False
WY,185.0,415.0,Yes,Yes,30.0,154.1,114.0,26.2,118.7,106.0,10.09,258.4,105.0,11.63,12.9,3.0,3.48,2.0,False
NY,68.0,415.0,No,Yes,29.0,239.5,82.0,40.72,203.8,105.0,17.32,,70.0,7.55,9.9,6.0,2.67,0.0,False
KS,117.0,510.0,No,Yes,25.0,216.0,140.0,36.72,224.1,69.0,19.05,267.9,112.0,10.47,11.8,4.0,3.19,,False
LA,118.0,408.0,No,No,0.0,187.4,97.0,31.86,177.8,89.0,15.11,233.4,97.0,10.5,12.2,6.0,3.29,1.0,False
PA,124.0,415.0,No,No,0.0,167.4,119.0,28.46,233.2,143.0,19.82,109.6,115.0,4.93,10.3,5.0,2.78,0.0,False
NV,22.0,510.0,No,No,0.0,160.4,108.0,27.27,218.1,88.0,18.54,192.9,115.0,8.68,,,3.38,1.0,False
MN,75.0,415.0,No,No,0.0,143.2,92.0,24.34,209.1,142.0,17.77,,96.0,7.79,11.9,9.0,3.21,1.0,
MO,164.0,408.0,No,Yes,25.0,219.1,88.0,37.25,151.5,99.0,12.88,50.1,60.0,2.25,14.3,6.0,,1.0,False
ME,,415.0,No,No,0.0,232.8,106.0,,175.2,97.0,14.89,212.2,77.0,9.55,12.5,7.0,3.38,2.0,False
NH,,408.0,No,No,0.0,162.0,81.0,27.54,247.5,89.0,21.04,155.5,99.0,,8.9,8.0,2.4,0.0,False
MN,158.0,408.0,No,No,0.0,209.9,112.0,35.68,221.3,,18.81,210.0,93.0,9.45,8.2,3.0,2.21,1.0,False
OH,114.0,415.0,No,No,0.0,191.5,88.0,,175.2,,14.89,220.3,118.0,9.91,0.0,0.0,0.0,0.0,False
NC,64.0,408.0,No,Yes,19.0,291.1,150.0,49.49,226.7,123.0,19.27,219.1,67.0,9.86,7.5,2.0,2.03,1.0,False
KY,111.0,415.0,No,No,0.0,255.9,97.0,43.5,204.1,129.0,17.35,171.3,84.0,7.71,12.3,5.0,3.32,3.0,False
MT,60.0,408.0,No,No,0.0,252.7,91.0,42.96,221.1,121.0,18.44,,100.0,4.95,12.4,4.0,3.35,2.0,False
NJ,113.0,408.0,No,No,0.0,132.1,72.0,22.46,247.5,107.0,21.04,246.2,123.0,11.08,,6.0,3.27,3.0,False
FL,109.0,408.0,No,No,0.0,217.0,115.0,36.89,207.0,142.0,17.6,268.0,106.0,,8.2,4.0,2.21,1.0,False
IN,119.0,510.0,No,Yes,42.0,101.9,79.0,17.32,223.1,97.0,18.96,241.6,77.0,10.87,12.9,2.0,3.48,0.0,
DE,85.0,510.0,No,No,0.0,211.5,100.0,23.73,184.6,88.0,,164.3,131.0,7.39,13.3,4.0,3.59,2.0,False
AL,131.0,510.0,No,No,0.0,153.4,,26.08,198.5,81.0,16.87,,83.0,7.4,10.4,3.0,2.81,0.0,False
ME,59.0,510.0,No,No,0.0,166.3,95.0,28.27,239.3,87.0,20.34,123.2,108.0,5.54,10.0,3.0,2.7,0.0,False
SD,148.0,408.0,No,No,0.0,185.2,87.0,31.48,170.4,,14.48,165.1,104.0,7.43,9.5,13.0,2.57,1.0,False
VA,210.0,408.0,No,No,0.0,104.6,121.0,17.78,221.8,71.0,12.71,255.1,67.0,11.48,6.5,8.0,1.76,2.0,False
ID,106.0,510.0,No,No,0.0,274.4,120.0,46.65,198.6,82.0,16.88,160.8,62.0,10.82,,3.0,1.62,1.0,False
KY,57.0,415.0,No,Yes,29.0,279.9,121.0,47.58,223.1,109.0,18.66,251.7,94.0,11.33,13.0,7.0,,1.0,False
ND,98.0,510.0,No,No,,187.2,127.0,31.82,160.7,88.0,16.63,181.8,129.0,8.18,5.1,4.0,1.38,,False
HI,157.0,415.0,No,No,0.0,276.2,95.0,46.95,165.8,119.0,14.09,151.6,79.0,6.82,2.2,4.0,,3.0,False
WI,116.0,415.0,No,Yes,0.0,200.4,104.0,34.07,272.8,89.0,23.19,214.5,118.0,9.65,7.6,4.0,2.24,1.0,False
WV,30.0,510.0,No,No,0.0,162.3,96.0,27.59,244.0,122.0,20.74,180.1,89.0,8.1,9.1,4.0,2.46,2.0,False
NJ,111.0,510.0,No,No,0.0,176.9,128.0,30.07,102.8,56.0,24.68,,84.0,9.62,10.5,2.0,2.84,4.0,True
KS,52.0,415.0,No,No,0.0,85.7,78.0,28.14,205.5,,17.47,,124.0,9.61,12.2,6.0,3.29,0.0,False
NJ,135.0,510.0,No,Yes,28.0,201.4,100.0,34.24,246.5,70.0,20.95,154.8,131.0,6.97,12.9,4.0,,2.0,True
NC,86.0,510.0,No,No,0.0,190.5,115.0,32.39,179.6,130.0,15.27,258.5,89.0,11.63,10.1,5.0,2.73,3.0,False
WY,151.0,510.0,No,No,0.0,235.9,104.0,40.1,220.0,91.0,6.85,212.8,116.0,9.58,5.8,2.0,1.57,3.0,True
NY,117.0,415.0,No,No,0.0,144.6,115.0,24.58,258.8,121.0,22.0,253.2,113.0,11.39,7.4,9.0,2.0,2.0,False
ID,82.0,408.0,No,No,0.0,101.0,93.0,17.17,155.6,104.0,13.23,304.4,93.0,13.7,13.3,2.0,3.59,0.0,False
IA,152.0,415.0,No,No,0.0,206.3,117.0,35.07,292.8,82.0,24.89,43.7,121.0,1.97,10.6,4.0,2.86,1.0,False
TN,108.0,408.0,No,Yes,15.0,165.1,85.0,28.07,267.0,93.0,22.7,160.5,114.0,11.28,10.9,4.0,2.94,1.0,False
OH,98.0,408.0,No,No,0.0,165.0,129.0,28.05,202.6,,17.22,172.3,94.0,7.75,12.5,7.0,3.38,1.0,
MA,47.0,415.0,No,No,0.0,155.3,116.0,26.4,188.2,85.0,16.0,247.0,73.0,11.12,,2.0,3.32,,False
OK,189.0,415.0,No,No,0.0,208.3,106.0,35.41,236.7,105.0,20.12,179.1,120.0,8.06,11.3,5.0,3.05,3.0,False
NE,159.0,415.0,No,No,0.0,189.1,105.0,32.15,246.1,147.0,20.92,242.0,106.0,10.89,10.4,5.0,2.81,1.0,True
VA,11.0,408.0,No,Yes,24.0,131.5,98.0,22.36,230.2,,19.57,283.7,87.0,12.77,10.0,3.0,2.7,2.0,False
MT,111.0,408.0,No,No,0.0,142.3,75.0,24.19,122.8,106.0,10.44,229.5,94.0,10.33,12.8,9.0,3.46,2.0,False
VT,99.0,408.0,No,Yes,19.0,87.7,103.0,14.91,223.0,86.0,18.96,182.3,112.0,8.2,7.3,4.0,1.97,2.0,False
VA,114.0,415.0,Yes,Yes,31.0,174.5,104.0,29.67,224.2,92.0,19.06,116.3,91.0,5.23,12.3,10.0,3.32,2.0,False
AL,71.0,415.0,No,No,0.0,103.3,103.0,17.56,138.5,79.0,11.77,164.8,98.0,7.42,9.0,2.0,,2.0,False
AL,100.0,408.0,No,Yes,25.0,246.6,94.0,,141.4,112.0,12.02,189.8,109.0,8.54,13.0,5.0,3.51,,False
WV,83.0,415.0,No,Yes,37.0,78.5,80.0,13.35,210.5,101.0,,179.7,102.0,8.09,11.8,4.0,3.19,1.0,False
NV,64.0,408.0,No,No,0.0,148.1,73.0,25.18,275.5,101.0,14.02,216.0,102.0,9.72,12.3,2.0,3.32,5.0,True
TN,105.0,408.0,No,No,0.0,206.2,84.0,35.05,256.4,138.0,21.79,117.1,91.0,5.27,9.0,3.0,2.43,1.0,False
ID,144.0,415.0,No,Yes,33.0,251.6,87.0,40.24,197.6,118.0,16.8,,109.0,9.41,12.2,3.0,3.29,2.0,False
WY,106.0,415.0,Yes,Yes,26.0,270.3,111.0,45.95,199.6,90.0,18.29,254.0,133.0,11.43,14.4,7.0,,1.0,True
TX,19.0,510.0,No,Yes,34.0,179.8,97.0,26.62,224.2,97.0,19.06,260.9,135.0,11.74,11.3,5.0,3.05,1.0,False
MA,46.0,408.0,No,No,,139.4,81.0,23.7,223.7,113.0,19.01,173.1,77.0,7.79,13.6,6.0,3.67,1.0,False
IL,127.0,510.0,No,No,,220.2,108.0,37.43,188.4,124.0,16.01,172.7,113.0,7.77,11.7,3.0,,2.0,False
LA,9.0,415.0,No,Yes,0.0,214.1,108.0,36.4,169.2,115.0,14.38,189.7,117.0,8.54,10.1,3.0,2.73,1.0,False
CO,157.0,415.0,No,No,0.0,196.0,74.0,33.32,213.4,96.0,18.14,196.8,81.0,8.86,7.9,6.0,2.13,1.0,False
UT,105.0,415.0,No,No,0.0,106.4,71.0,18.09,240.1,83.0,20.41,147.7,114.0,6.65,5.3,4.0,1.43,6.0,True
ID,31.0,415.0,No,No,0.0,177.3,129.0,30.14,152.8,105.0,12.99,162.9,92.0,7.33,5.1,2.0,,0.0,False
MN,95.0,408.0,No,Yes,32.0,262.2,123.0,44.57,165.2,82.0,14.04,194.3,57.0,8.74,10.6,5.0,2.86,0.0,False
GA,132.0,415.0,No,No,0.0,193.3,106.0,32.86,128.3,94.0,10.91,162.1,119.0,7.29,11.6,4.0,3.13,5.0,True
HI,119.0,408.0,No,Yes,24.0,217.2,94.0,36.92,138.7,52.0,11.79,139.3,85.0,6.27,11.3,4.0,3.05,0.0,False
AL,16.0,408.0,No,No,0.0,209.5,89.0,35.62,172.8,100.0,14.69,94.1,102.0,4.23,8.8,4.0,2.38,1.0,False
CT,99.0,408.0,No,No,0.0,,105.0,16.22,207.2,101.0,17.61,136.0,117.0,,,5.0,1.51,1.0,False
CO,76.0,408.0,No,Yes,26.0,214.6,,36.48,205.2,87.0,17.44,134.6,140.0,6.06,8.1,2.0,2.19,1.0,True
KS,167.0,415.0,No,No,0.0,131.6,120.0,22.37,211.3,96.0,17.96,168.3,97.0,7.57,11.1,4.0,3.0,4.0,True
NJ,129.0,415.0,No,No,0.0,168.4,117.0,28.63,217.1,129.0,18.45,81.6,100.0,10.06,11.8,7.0,3.19,,False
FL,117.0,408.0,No,No,0.0,146.4,123.0,24.89,176.6,,15.01,212.6,102.0,9.57,7.8,5.0,2.11,1.0,False
CA,60.0,415.0,Yes,No,0.0,183.0,110.0,31.11,206.7,93.0,,203.8,119.0,9.17,11.1,6.0,3.0,1.0,
TX,47.0,408.0,No,Yes,28.0,112.2,70.0,19.07,154.8,106.0,13.16,166.7,105.0,7.5,10.6,2.0,2.86,0.0,False
MN,186.0,510.0,Yes,No,43.0,170.7,55.0,29.02,179.1,108.0,26.28,281.9,89.0,12.69,8.2,9.0,2.21,3.0,
AK,173.0,510.0,No,No,0.0,172.5,78.0,29.33,142.6,91.0,12.12,102.0,63.0,4.59,10.9,2.0,2.94,0.0,False
OR,,510.0,No,Yes,30.0,194.3,107.0,33.03,243.2,108.0,20.67,322.2,114.0,14.5,7.1,5.0,1.92,1.0,
MS,66.0,408.0,No,Yes,32.0,187.8,117.0,31.93,129.8,90.0,11.03,178.4,113.0,5.95,12.0,3.0,3.24,2.0,False
VT,50.0,415.0,Yes,Yes,26.0,307.1,94.0,52.21,289.4,78.0,24.6,174.9,109.0,7.87,8.0,3.0,2.16,0.0,False
UT,72.0,415.0,No,No,0.0,118.2,106.0,20.09,167.2,136.0,14.21,214.2,106.0,,12.2,3.0,3.29,3.0,False
KS,130.0,510.0,No,No,0.0,154.0,95.0,26.18,205.9,106.0,17.5,233.7,75.0,10.52,12.9,1.0,3.48,1.0,False
NV,143.0,408.0,No,No,0.0,155.5,101.0,26.44,213.4,89.0,18.14,237.9,61.0,10.71,7.6,11.0,2.05,1.0,False
TX,32.0,408.0,No,No,0.0,157.9,88.0,26.84,180.8,132.0,,132.5,102.0,5.96,12.8,3.0,3.46,1.0,False
MA,,415.0,No,No,0.0,203.4,81.0,34.58,167.7,110.0,14.25,,124.0,5.94,9.2,5.0,2.48,2.0,False
CA,141.0,408.0,No,Yes,39.0,92.8,98.0,15.78,271.2,115.0,23.05,,83.0,7.52,5.8,7.0,1.57,1.0,False
IA,134.0,415.0,No,Yes,32.0,216.8,78.0,36.86,102.2,111.0,8.69,,83.0,7.83,8.6,2.0,2.32,0.0,False
NH,13.0,415.0,No,No,0.0,193.2,89.0,32.84,194.4,90.0,16.52,186.5,104.0,8.39,9.7,2.0,2.62,4.0,False
GA,90.0,415.0,No,No,0.0,113.2,108.0,19.24,189.3,63.0,16.09,,124.0,12.23,14.1,4.0,3.81,3.0,False
WI,111.0,415.0,No,Yes,36.0,166.2,54.0,28.25,152.0,109.0,20.3,108.8,92.0,4.9,11.2,2.0,3.02,3.0,False
CO,101.0,408.0,No,Yes,23.0,262.2,101.0,44.57,157.0,80.0,13.35,,100.0,5.81,7.3,14.0,1.97,1.0,False
SC,72.0,415.0,No,No,0.0,207.8,92.0,35.33,195.7,110.0,16.63,184.8,124.0,8.32,13.1,4.0,3.54,0.0,False
MI,67.0,510.0,No,Yes,35.0,245.4,89.0,41.72,148.2,102.0,12.6,274.0,136.0,12.33,7.5,6.0,2.03,1.0,False
MD,172.0,408.0,No,No,0.0,287.1,108.0,48.81,178.4,125.0,15.16,311.6,106.0,6.89,14.4,4.0,,3.0,True
IN,154.0,510.0,No,Yes,32.0,192.3,82.0,32.69,165.3,134.0,14.05,205.0,74.0,9.23,9.0,1.0,2.43,2.0,False
ME,69.0,510.0,No,No,0.0,194.2,122.0,33.01,242.1,121.0,22.03,215.8,107.0,9.71,9.7,3.0,2.62,,False
DC,123.0,415.0,No,No,0.0,211.0,92.0,35.87,217.0,102.0,18.45,214.8,121.0,9.67,9.8,7.0,2.65,3.0,False
TN,130.0,,No,Yes,12.0,141.9,92.0,24.12,288.4,102.0,19.46,195.1,101.0,8.78,8.7,5.0,2.35,0.0,False
FL,142.0,415.0,No,Yes,26.0,220.5,94.0,37.49,239.5,126.0,20.36,254.3,109.0,11.44,5.9,9.0,1.59,2.0,False
HI,72.0,408.0,No,Yes,28.0,175.2,106.0,24.4,223.5,147.0,19.0,245.5,69.0,7.89,11.2,5.0,3.02,0.0,False
NE,149.0,415.0,No,No,0.0,156.0,56.0,26.52,56.0,116.0,4.76,163.3,104.0,7.35,,8.0,2.4,0.0,False
TN,146.0,408.0,Yes,No,0.0,160.1,63.0,27.22,208.4,112.0,17.71,177.6,98.0,7.99,,3.0,,2.0,False
MD,88.0,415.0,Yes,No,0.0,235.1,98.0,39.97,251.8,79.0,21.4,285.9,76.0,,7.2,2.0,1.94,4.0,True
VT,133.0,510.0,No,No,0.0,188.4,63.0,32.03,165.9,89.0,14.1,205.7,71.0,9.26,,,3.56,1.0,False
OR,,415.0,No,No,0.0,194.8,97.0,33.12,235.3,118.0,20.0,145.1,126.0,7.85,11.0,3.0,2.97,1.0,False
IN,100.0,510.0,No,No,0.0,247.8,117.0,42.13,130.0,,11.05,134.3,125.0,6.04,6.9,2.0,1.86,1.0,False
MO,98.0,,No,No,0.0,221.2,80.0,37.6,213.6,104.0,18.16,291.8,89.0,13.13,11.9,3.0,,4.0,False
FL,75.0,510.0,No,Yes,26.0,118.5,86.0,20.15,213.9,118.0,18.18,132.6,99.0,5.97,,3.0,3.62,2.0,False
DC,180.0,415.0,No,Yes,33.0,231.8,78.0,39.41,232.9,79.0,13.82,206.9,121.0,9.31,7.6,4.0,2.05,1.0,False
