"","Account.length","International.plan","Voice.mail.plan","Number.vmail.messages","Total.day.minutes","Total.day.calls","Total.day.charge","Total.eve.minutes","Total.eve.calls","Total.eve.charge","Total.night.minutes","Total.night.calls","Total.night.charge","Total.intl.minutes","Total.intl.calls","Total.intl.charge","Customer.service.calls","Churn"
"945",98,0,0,0,221.2,80,37.6,213.6,104,18.16,291.8,89,13.13,11.9,3,2.77319131832797,1.56590370955012,"0"
"946",75,0,1,26,118.5,86,20.15,213.9,118,18.18,132.6,99,5.97,10.2141082164329,3,3.62,2,"0"
"947",180,0,1,33,231.8,78,39.41,232.9,79,13.82,206.9,121,9.31,7.6,4,2.05,1,"0"
"948",100,0,1,25,215.9,90,36.7,257.9,92,21.92,180.2,100.152015355086,8.11,11.6,4,3.13,1,"0"
"949",119,0,1,35,217.1,92,36.91,220.8,134,18.77,249.5,93,11.23,8,5,2.16,1.56590370955012,"0"
"950",155,0,1,39,183.3,106,31.16,205.1,101,17.43,263.7,90,11.87,5.1,7,1.38,1,"1"
"951",78,1,0,0,236.8,75,40.26,265.3,101,22.55,152.4,77,6.86,9.5,2,2.57,1,"1"
"952",153,0,0,0,193.8,90,32.95,195.3,121,16.6,182.7,108,8.22,8.5,3,2.3,1,"0"
"953",154,0,0,0,191.4,93,32.54,205.4,119,17.46,205.7,121,9.26,10.2,3,2.75,3,"0"
"954",48,0,0,0,275.2,96,46.78,180.2,108,15.32,159,110,7.15,7.9,2,2.13,1,"0"
"955",94,0,0,0,140.6,85,29.58,241.1,114,20.49,244.2,94,9.35,7.9,1,2.13,1,"0"
"956",119,0,0,0,222.6,100.082348455966,28.05,249.7,86,21.22,170.3,128,7.66,12.6,8,3.4,1,"0"
"957",126,0,0,0,228.7,102,38.88,168.7,99,14.34,223.5,100,10.06,11.8,4,3.19,1,"0"
"958",122,0,0,0,107.9,88,18.34,235.8,109,20.04,228.6,119,10.29,9.5,3,2.57,2,"0"
"959",131,0,1,28,249.6,87,42.43,227.2,138,19.31,239.9,92,10.8,7.6,3,2.05,3,"0"
"960",36,0,0,0,178.6,83,30.36,213.1,103,18.11,198,119,8.91,10.9,5,2.94,1.56590370955012,"0"
"961",180,0,0,0,139,96,23.63,224.9,64,19.12,170.8,118,7.69,15.7,5,4.24,2,"0"
"962",25,0,0,0,134.3,98,22.83,202.3,109,17.2,195.9,100,8.82,12.6,5,3.4,1.56590370955012,"0"
"963",120,0,0,0,178.4,97,30.33,168.3,113,14.31,120.5,93,8.03,9.3,9,2.51,1,"0"
"964",109,0,0,0,170.7,101,29.02,240.2,82,20.42,119,112,5.36,11.4,4,3.08,2,"0"
"965",162,0,1,33,184.5,139,31.37,183.2,78,15.57,127.4,106,9.03963888888889,12.3,6,3.32,0,"0"
"966",124,0,1,37,161.2,109,27.4,179.9,100.174979887369,17.36,231.5,87,9.03963888888889,8.9,4,2.4,1,"0"
"967",177,0,0,0,84.9,77,14.43,257.5,109,21.89,210.5,66,9.47,7.5,5,2.03,2,"0"
"968",91,0,0,0,217.9,71,37.04,230.1,116,19.56,232.1,110,10.44,10.6,2,2.86,1,"0"
"969",105,0,0,0,270.9,98,46.05,226.2,110,19.23,178.8,60,8.05,8.8,5,2.38,0,"1"
"970",24,0,0,0,243,91,41.31,183.9,77,15.63,184.3,109,8.29,15.3,6,4.13,0,"1"
"971",86,0,0,0,126.3,115,21.47,168.8,112,14.35,201.866098254162,95,6.96,9.8,7,2.65,2,"0"
"972",91,0,0,0,159,109,27.03,255.1,142,21.68,82.4,73,3.71,10.1,4,2.73,0,"0"
"973",147,1,1,24,219.9,118,37.38,208.5,116,17.72,201.866098254162,111,9.03963888888889,10.2141082164329,4,2.19,3,"0"
"974",100.896779200621,0,1,34,162.1,83,27.56,183.4,117,14.6,259.8,76,11.69,9.6,3,2.59,1.56590370955012,"1"
"975",159,0,0,0,198.8,107,33.8,195.5,91,17.0312157809984,213.3,120,9.6,16.5,7,4.46,1.56590370955012,"0"
"976",136,1,0,0,256.8,90,43.66,230.1,104,19.56,143.6,82,6.46,9.1,10,2.46,3,"0"
"977",45,0,1,38,196.8,92,33.46,254.2,108,13.88,261.8,85,11.78,7.7,2,2.77319131832797,1,"0"
"978",122,0,0,0,140.1,120,23.82,231.4,128,12.39,188.1,127,8.46,11.2,5,2.77319131832797,2,"0"
"979",138,0,0,0,138.1,83,33.03,189.9,97,16.14,232.2,102,10.45,9,3,2.43,1.56590370955012,"0"
"980",132,0,0,0,117.6,66,19.99,214,108,18.19,239.5,94,10.78,8.8,5,2.38,1,"0"
"981",58,0,0,0,243.1,105,41.33,231.4,108,19.67,180.9,120,8.14,7.8,4,2.77319131832797,2,"0"
"982",81,0,0,0,145.4,132,24.72,129.3,91,10.99,186.4,109,8.39,5.2,4,1.4,1,"0"
"983",87,0,0,0,169.1,105,28.75,169.9,102,14.44,244.9,106,11.02,9.9,10,2.67,3,"0"
"984",116,0,0,0,229.3,93,38.98,184.5,111,15.68,168.2,91,7.57,8.8,3,2.38,2,"0"
"985",62,0,1,33,186.4,84,31.69,201,103,17.09,286.7,103,9.03963888888889,10.2141082164329,3,3,2,"1"
"986",98,0,0,0,162.8,65,30.5681755725191,185,100.174979887369,15.73,219.5,104,9.88,6,3,1.62,2,"0"
"987",107,1,0,0,194.4,83,33.05,247.8,84,21.06,245.4,93,11.04,11.2,7,3.02,2,"0"
"988",30,0,0,0,145,76,24.65,240.7,112,17.0312157809984,197.1,134,8.87,7.1,4,1.92,3,"0"
"989",40,0,1,31,224.7,69,38.2,134.5,81,11.43,295.6,104,5.41,7.5,5,2.03,1,"1"
"990",72,0,0,0,147,79,24.99,162.3,103,13.8,162.9,80,7.33,10.5,4,2.84,1,"0"
"991",95,0,1,39,260.8,130,44.34,213.4,100.174979887369,18.14,195.6,105,8.8,10.1,5,2.77319131832797,1,"0"
"992",42,0,0,0,155.4,127,26.42,164.1,100.174979887369,13.95,157.7,128,9.03963888888889,9,3,2.43,0,"0"
"993",86,0,0,0,166.2,112,30.31,255.3,100.174979887369,21.7,228.1,97,10.26,5.4,7,1.46,1,"0"
"994",55,0,1,8.07234042553191,229.3,114,22.19,208.4,94,17.71,141.6,114,6.37,11,5,2.97,1.56590370955012,"1"
"995",74,0,0,0,162.7,85,27.66,292,105,24.82,183.3,80,8.25,8.7,6,2.35,0,"0"
"996",93,1,1,37,237.1,76,40.31,264.2,125,22.46,271.3,115,9.03963888888889,7.9,3,2.13,1,"0"
"997",81,0,0,0,166.2,102,28.25,217.6,112,18.5,220.2,68,9.91,13.2,2,3.56,1.56590370955012,"0"
"998",28,0,0,0,121.7,48,20.69,125.8,112,10.69,261.6,122,11.77,8.3,2,2.24,1.56590370955012,"1"
"999",111,0,0,0,176.4,62,29.99,201,124,17.09,150.4,138,6.77,11.2,2,3.02,0,"0"
"1000",3,0,1,27,67.4,116,11.46,244,78,20.74,281.1,93,12.65,11.4,2,3.08,2,"0"
"1001",68,0,1,24,176,118,29.92,277.9,116,23.62,174.7,71,9.78,14.7,7,3.97,1,"0"
"1002",163,0,0,0,247.7,77,42.11,269.5,108,22.91,167.3,82,9.03963888888889,9.6,7,2.59,0,"1"
"1003",87,0,0,8.07234042553191,115.4,90,19.62,262.6,68,22.32,245.7,69,11.06,10.2141082164329,5,2.77319131832797,1.56590370955012,"0"
"1004",58,0,0,0,112.2,95,19.07,209.6,108,17.82,260.9,78,11.74,13.9,1,3.75,0,"0"
"1005",109,0,0,0,162.6,138,27.64,154,109,13.09,209.7,118,9.44,11.5,4,3.11,0,"0"
"1006",111,0,0,0,229.4,107,39,214.1,100.174979887369,18.2,289.6,95,13.03,10.4,6,2.81,1.56590370955012,"0"
"1007",144,0,0,0,139.6,89,23.73,124.2,93,10.56,95.6,75,4.3,15,4,4.05,2,"0"
"1008",135,0,0,0,263.8,66,44.85,251.3,116,21.36,200.1,112,9,8.4,2,2.27,1.56590370955012,"1"
"1009",87,0,1,8.07234042553191,217.5,123,36.98,233.7,84,19.86,163.9,99,7.38,9,3,2.43,1.56590370955012,"0"
"1010",107,0,1,14,114.3,132,30.5681755725191,199.8,133,16.98,194.7,74,8.76,7.5,8,2.03,1,"0"
"1011",149,0,0,0,196.3,108,33.37,136.8,96,11.63,154.7,112,6.96,7.7,3,2.08,2,"0"
"1012",56,0,0,0,253.2,95,43.04,188,116,15.98,201.866098254162,133,6.39,4.4,4,1.19,1,"0"
"1013",129,0,0,0,98,99,16.66,139.5,62,20.46,254.8,123,11.47,10.5,4,2.84,0,"0"
"1014",92,0,0,0,249.4,118,42.4,211.5,95,20.67,169,101,7.61,9.1,3,2.57,0,"0"
"1015",67,0,1,30,129.6,107,22.03,233,104,19.81,297,93,13.37,14.5,5,3.92,1,"0"
"1016",120,0,0,0,221.3,106,37.62,267.6,98,22.75,111.5,80,5.02,9.3,7,2.51,0,"0"
"1017",76,0,0,0,203.6,61,34.61,161.7,127,13.74,175.9,97,7.92,8.4,3,2.27,0,"0"
"1018",79,0,0,0,213.6,110,36.31,234.9,121,19.97,229.6,100.152015355086,10.33,8.8,3,2.77319131832797,0,"0"
"1019",143,0,1,31,181.6,112,30.87,220.7,100,18.76,236.3,121,9.03963888888889,12.9,4,3.48,2,"0"
"1020",141,0,1,22,215.4,123,36.62,328.7,98,20.38,160.5,126,7.22,7.8,6,2.11,1,"0"
"1021",46,0,0,0,194,84,33.86,175.1,83,14.88,310.7,84,9.48,10.2,2,2.75,3,"0"
"1022",137,0,0,0,115,80,19.55,137.8,83,11.71,224,61,10.08,7.3,4,1.97,3,"1"
"1023",171,0,0,0,270.5,69,45.99,230,112,19.55,136,111,6.12,9.6,5,2.59,1,"1"
"1024",10,0,0,0,222.2,127,37.77,200.355623332063,125,13.01,227.4,80,10.23,12.9,4,3.48,1,"0"
"1025",88,0,0,0,61.9,78,10.52,262.6,114,22.32,212.5,110,9.56,8.8,2,2.38,3,"0"
"1026",82,0,0,0,189.2,81,32.16,184.4,110,15.67,255.8,83,11.51,10.6,5,2.86,3,"1"
"1027",139,0,0,0,196,135,33.32,186,146,15.81,153,92,6.89,9.8,1,2.65,3,"0"
"1028",87,0,0,0,171.6,119,29.17,205,107,17.43,170.6,114,7.68,13.8,4,3.73,0,"0"
"1029",137,1,0,0,146.8,123,29.58,161.3,115,13.71,260.7,98,11.73,10.2141082164329,3,3.08,2,"0"
"1030",45,0,0,0,78.6,106,13.36,187.3,100.174979887369,15.92,184.2,100.152015355086,8.29,7.4,5,2,1,"1"
"1031",103,0,0,0,141.3,123,37.38,253.6,87,17.0312157809984,215.8,96,9.71,6.4,3,1.73,1.56590370955012,"0"
"1032",100,0,0,0,235.8,130,40.09,176,100.174979887369,14.96,201.866098254162,122,9.03963888888889,7.3,1,1.97,2,"0"
"1033",110,0,0,0,185.1,100,31.47,165.1,88,13.57,111.6,104,5.02,6.3,4,1.7,3,"0"
"1034",124,0,0,0,254.3,113,43.23,254.3,104,6.71,201.866098254162,69,6.89,10.2141082164329,2,3.19,2,"0"
"1035",10,0,0,0,183,103,31.11,214.8,100.174979887369,18.26,206.4,73,9.03963888888889,8.7,6,2.35,2,"0"
"1036",89,0,1,29,163.5,80,27.8,274.8,136,23.36,201.866098254162,147,9.03963888888889,7.5,5,2.03,2,"0"
"1037",121,0,0,0,207.9,98,35.34,210.5,96,17.89,109.6,114,4.93,7.7,2,2.08,2,"0"
"1038",101,0,0,0,248.6,102,42.26,174.9,93,14.87,207.2,86,9.32,10.2141082164329,3,1.65,3,"0"
"1039",103,0,1,31,185.4,105,31.52,197.6,126,16.8,147.1,110,6.62,14.5,4,3.92,2,"0"
"1040",51,0,0,0,197.8,60,33.63,221,64,18.79,168.6,134,7.59,8.9,5,2.4,1,"0"
"1041",2,1,0,0,132.1,100.082348455966,22.46,138.9,88,11.81,192.6,119,8.67,9.1,1,2.46,2,"1"
"1042",111,0,0,0,197.1,117,33.51,227.8,128,19.36,214,101,9.63,9.3,4.480805777271,2.51,0,"1"
"1043",118,0,0,0,154.6,112,26.28,184.2,105,15.66,217.4,102,9.03963888888889,12.6,5,3.4,2,"0"
"1044",17,0,1,31,153.1,115,26.03,185.9,59,15.8,224.3,103,10.09,10,1,2.7,1.56590370955012,"1"
"1045",130,0,0,0,211.2,119,35.9,231.1,120,19.64,220.9,106,9.94,6.3,9,1.7,2,"0"
"1046",137,0,0,0,141.1,91,23.99,147.2,100,12.51,254.7,75,11.46,8,4.480805777271,2.16,2,"0"
"1047",185,0,1,29,151.1,121,25.69,244.7,88,20.8,154.4,91,6.95,13.8,2,3.73,2,"0"
"1048",101,0,0,0,209.6,107,35.63,228.8,96,17.0312157809984,172.4,85,7.76,7.6,2,2.05,3,"0"
"1049",95,0,1,32,247,109,41.99,125.6,91,17.0312157809984,226.5,90,10.19,10.5,4,2.84,3,"0"
"1050",126,0,0,0,321.3,99,54.62,167.9,93,14.27,193.6,106,8.71,8,4,2.77319131832797,1,"1"
"1051",124,0,0,0,251.5,85,42.76,214.2,98,18.21,186.1,71,8.37,11.1,6,3,3,"0"
"1052",97,1,0,0,236.9,107,40.27,157.6,105,13.4,241,120,10.85,7.3,2,1.97,0,"1"
"1053",28,0,0,0,159.7,79,27.15,216.7,131,18.42,206.7,116,9.3,9.3,3,2.51,2,"0"
"1054",90,1,0,0,148.2,96,25.19,220.4,111,18.73,134.2,97,6.04,9.2,1,2.48,1.56590370955012,"1"
"1055",190,0,0,0,150.9,86,25.65,268.6,129,22.83,179.9,100.152015355086,8.1,14.7,1,3.97,1,"0"
"1056",52,0,1,0,170.9,71,29.05,201.4,80,17.12,159,124,7.15,4.1,5,1.11,2,"0"
"1057",73,0,0,0,254.7,80,43.3,90.2,99,7.67,153.4,60,6.9,10.2141082164329,8,2.77319131832797,0,"0"
"1058",98,0,0,0,200.4,100.082348455966,30.5681755725191,159.6,130,13.57,167.1,88,7.52,6.8,1,1.84,1.56590370955012,"0"
"1059",106,1,0,0,133.7,100.082348455966,22.73,187.8,107,15.96,181.9,89,8.19,10.7,2,2.77319131832797,1,"1"
"1060",111,0,0,0,224.9,117,38.23,191.9,127,16.31,229.9,97,10.35,10.3,3,2.78,0,"0"
"1061",59,0,0,0,151.8,98,25.81,209.9,92,17.84,266.9,86,12.01,11.9,5,3.21,1,"0"
"1062",118,0,1,22,141.4,107,24.04,163,105,13.86,220,99,9.9,5.6,3,1.51,2,"0"
"1063",55,0,0,0,285.7,116,48.57,230.9,120,19.63,230.7,140,10.38,14.8,7,4,0,"1"
"1064",44,0,0,0,58.4,121,9.93,262.2,64,22.29,159,115,7.15,11.9,5,3.21,1,"0"
"1065",136,0,1,16,90.4,105,15.37,201.3,109,17.11,227.1,115,10.22,13.1,4,3.54,0,"0"
"1066",123,0,0,0,114.4,91,19.45,216.6,123,18.41,250.6,102,11.28,11,3,2.97,0,"0"
"1067",105,0,0,0,147.7,103,25.11,222.7,78,18.93,163.5,102,9.03963888888889,12.8,3,3.46,2,"0"
"1068",50,0,1,31,302.7,93,51.46,240.5,119,20.44,193.9,103,8.73,13.6,4.480805777271,3.67,1.56590370955012,"0"
"1069",118,0,0,0,179.567454268293,114,23.14,204.2,103,17.36,228.2,90,10.27,11.3,4,3.05,1,"0"
"1070",73,0,0,0,217.8,91,37.03,220.6,97,22.34,277.3,89,12.48,10.3,6,2.77319131832797,1,"0"
"1071",35,0,0,0,124.2,102,21.11,123.9,115,10.53,135.7,100,6.11,13.1,8,3.54,2,"0"
"1072",64,0,0,0,206.2,76,35.05,232.4,100.174979887369,13.29,251.6,96,11.32,13.6,2,3.67,1,"0"
"1073",114,0,0,0,132.9,122,22.59,67,62,17.0312157809984,160.4,121,7.22,9.9,2,2.67,3,"0"
"1074",117,0,1,31,104.9,115,17.83,237.6,125,20.2,263.4,104,11.85,7.7,6,2.08,3,"0"
"1075",115,0,0,0,245,97,41.65,250.7,75,21.31,270.2,124,12.16,13.7,8,3.7,1,"1"
"1076",162,0,0,0,184.5,118,31.37,224,95,19.04,180.5,82,8.12,11.6,3,3.13,1,"0"
"1077",89,0,0,0,89.5,66,43.13,179.3,104,15.24,225.1,116,10.13,12.3,1,2.77319131832797,3,"0"
"1078",94,1,0,0,235.6,131,40.05,194.8,120,17.0312157809984,170.6,93,7.68,8.6,4,2.32,1,"0"
"1079",129,0,0,0,186,81,31.62,262.3,96,22.3,98.9,63,4.45,11.5,6,3.11,1.56590370955012,"0"
"1080",96,0,0,0,179.5,125,30.52,162.3,139,13.8,264.5,133,11.9,6.6,2,1.78,1,"0"
"1081",108,0,0,0,112,105,19.04,193.7,110,16.46,208.9,93,9.4,4.1,4,1.11,1.56590370955012,"1"
"1082",97,0,1,32,191.9,129,28.63,225.9,97,19.2,191.8,95,8.63,8.5,7,2.77319131832797,0,"0"
"1083",84,0,1,42,214.3,112,36.43,188.2,107,16,201.866098254162,117,9.03963888888889,11.3,10,3.05,0,"0"
"1084",65,0,0,0,245.7,139,41.77,241.9,113,20.56,232.9,101,12.84,4.2,5,1.13,1.56590370955012,"1"
"1085",131,0,1,0,156.6,134,26.62,71,95,6.04,261.7,120,11.78,13.4,10,3.62,1,"0"
"1086",58,1,1,8.07234042553191,142.8,96,30.5681755725191,272.3,100,23.15,193.4,105,8.7,8.9,4,2.4,1,"0"
"1087",54,0,0,0,116.8,119,19.86,123.1,52,10.46,201.866098254162,101,9.79,12,2,2.77319131832797,1,"0"
"1088",125,0,1,39,236.1,107,40.14,289.2,110,24.58,175.4,107,7.89,9.1,4,2.46,2,"0"
"1089",72,0,1,21,188.5,113,23.48,260.1,83,22.11,201.866098254162,118,6.09,8.2,2,2.21,2,"0"
"1090",141,0,0,0,51.9,108,8.82,162,83,13.77,223.5,115,10.06,10.1,3,2.77319131832797,3,"0"
"1091",113,0,0,0,81.3,116,13.82,220.6,124,18.75,235.7,113,10.61,8.9,3,2.4,0,"0"
"1092",20,0,1,35,171.5,98,29.16,153.1,101,13.01,165.6,125,7.45,7.1,3,1.92,1.56590370955012,"0"
"1093",100.896779200621,0,0,0,126,96,21.42,144.3,80,12.27,302.8,102,13.63,7.6,3,2.05,1,"0"
"1094",99,1,0,0,197.2,121,33.52,228.1,100.174979887369,13.26,204.1,99,9.18,9.9,6,2.67,1.56590370955012,"0"
"1095",94,0,0,0,194.1,62,33,227.2,54,19.31,190.4,115,8.57,15.3,4,4.13,1,"0"
"1096",40,0,0,0,115.7,105,19.67,127.8,113,10.86,201.866098254162,91,4.84,9.3,6,2.77319131832797,1,"0"
"1097",86,0,1,29,157.2,100.082348455966,26.72,200.355623332063,136,16.69,226.7,109,10.2,8.4,5,2.27,3,"0"
"1098",101,0,0,0,269.7,85,45.85,207.6,86,13.78,214.2,107,9.64,4.5,4.480805777271,1.22,3,"1"
"1099",105,0,0,0,227.4,121,38.66,268.5,89,22.82,143.3,82,6.45,13,4,2.77319131832797,1,"0"
"1100",140,1,1,27,188.9,124,32.11,160.9,102,13.68,197.7,100,8.9,11.1,5,3.11,1.56590370955012,"0"
"1101",101,0,0,0,179.567454268293,100.082348455966,30.5681755725191,192.1,119,16.33,168.8,95,7.6,7.2,4,1.94,1,"0"
"1102",98,0,1,19,110.5,87,18.79,227.8,97,19.36,243.6,84,8.82,11,4,2.97,1,"0"
"1103",104,0,0,0,167.6,116,28.49,219.2,112,18.63,215.9,94,9.72,11.7,2,3.16,1.56590370955012,"0"
"1104",115,0,0,0,132,90,22.44,197.5,75,16.79,175.8,114,7.91,10.2141082164329,0,2.77319131832797,3,"0"
"1105",70,0,0,0,213.4,86,36.28,204.7,77,17.4,256.6,101,11.55,5.7,4,1.54,1,"0"
"1106",126,0,0,0,175.4,120,29.82,98.3,71,8.36,201.9,93,9.09,10.6,1,2.86,0,"0"
"1107",87,0,1,39,124.3,113,14.04,224.4,63,19.07,163.6,88,7.36,10.2,4.480805777271,2.57,3,"0"
"1108",86,0,0,0,125.5,139,21.34,269.8,93,22.93,235.8,110,10.61,8.9,8,2.4,1,"0"
"1109",1,0,1,30,183.1,95,31.13,232.6,110,19.77,248.3,110,11.17,8.4,2,2.27,0,"0"
"1110",133,0,0,0,162.1,91,27.56,212.1,94,18.03,260.4,78,11.72,12.2,5,3.29,1,"0"
"1111",103,0,0,0,166.6,84,28.32,192.4,91,16.35,167.9,115,7.56,7.7,6,2.08,1,"0"
"1112",131,0,1,24,135.9,60,23.1,233.2,78,19.82,210.6,104,9.48,9.4,4,2.54,1,"0"
"1113",99,0,0,0,142.3,89,24.19,204.5,95,17.38,203.1,114,9.14,9.1,1,2.46,0,"0"
"1114",27,0,0,0,177.6,121,30.19,296.8,92,25.23,192.9,106,8.68,7.6,3,2.05,3,"0"
"1115",141,0,0,0,83.2,74,14.14,190.6,104,16.2,150.5,79,6.77,10.7,7,2.89,1,"0"
"1116",29,1,1,37,235,101,39.95,183.3,79,15.58,139.8,106,6.29,5.7,7,1.54,1.56590370955012,"0"
"1117",65,0,0,0,105.7,79,17.97,141.8,100,12.05,180.5,105,8.12,6.6,4.480805777271,1.78,2,"0"
"1118",81,1,0,0,149.4,68,25.4,171.9,100.174979887369,14.61,214.5,100.152015355086,9.65,10.2141082164329,3,4.13,3,"1"
"1119",37,0,1,20,264.7,81,45,216.5,110,18.4,210.7,102,9.48,10.4,7,2.81,0,"0"
"1120",107,0,1,31,160.3,100.082348455966,27.25,221.5,70,13.6,261.6,109,11.77,5.6,1,1.51,1,"0"
"1121",127,1,1,28,95.9,110,16.3,159.5,131,13.56,152.8,93,6.88,10.2141082164329,3,2.81,1,"0"
"1122",78,0,0,0,140.7,77,23.92,200.355623332063,114,17.0312157809984,252.9,107,11.38,11.7,5,3.16,0,"0"
"1123",176,0,0,0,250.9,108,42.65,171.4,100,14.57,148.6,85,6.69,9.6,6,2.59,2,"0"
"1124",96,1,0,0,200.6,117,34.1,289.5,120,24.61,201.866098254162,95,4.42,11.2,4.480805777271,3.02,2,"0"
"1125",11,0,1,38,209.8,130,30.57,196.6,84,16.71,233,79,10.49,7,7,1.89,1,"0"
"1126",48,0,1,34,198,70,33.66,273.7,121,17.0312157809984,217.9,71,9.81,7.6,4,2.05,1,"0"
"1127",47,0,1,37,112.8,150,19.18,243.9,97,20.73,178.7,112,8.04,13.2,6,3.56,2,"0"
"1128",89,1,1,19,112.6,114,19.14,261.7,89,22.24,123.5,116,5.56,11.1,2,3,0,"1"
"1129",83,0,1,26,226.4,117,38.49,234.7,77,19.95,133.6,82,6.01,10.8,7,2.92,1,"0"
"1130",126,1,1,34,244.9,118,41.63,200.355623332063,105,21.77,210.8,136,9.49,9.7,6,2.62,1.56590370955012,"0"
"1131",60,0,0,0,203.2,99,34.54,235.8,131,20.04,224.9,112,10.12,15.1,6,4.08,2,"0"
"1132",122,0,0,0,136.7,115,23.24,243.1,137,20.66,188.9,110,8.5,8.6,4,2.32,0,"0"
"1133",136,0,0,0,152.6,97,25.94,208.9,85,17.76,119.1,100.152015355086,5.36,10.2141082164329,10,1.35,1,"0"
"1134",172,0,1,8.07234042553191,274.9,102,46.73,186.6,118,15.86,201.866098254162,123,11.03,8.8,2,2.38,1,"0"
"1135",102,0,0,0,195.7,116,33.27,209.1,87,17.77,201.1,73,9.05,8.3,4.480805777271,2.24,1,"1"
"1136",113,1,0,0,204.3,82,34.73,188.8,115,16.05,139.4,97,6.27,9.2,7,2.48,1,"0"
"1137",79,0,0,0,222.3,99,37.79,146.2,82,12.43,275.6,82,12.4,8.9,4,2.4,3,"0"
"1138",55,0,1,8,222.5,104,37.83,171.5,94,14.58,201.866098254162,114,9.03963888888889,9.7,2,2.62,1,"0"
"1139",160,0,0,0,174.3,105,29.63,171.3,107,14.56,220.8,131,9.94,8.3,2,2.24,0,"0"
"1140",110,0,0,22,242.5,96,41.23,162.3,140,13.8,184.1,86,8.28,7.8,3,2.11,1.56590370955012,"0"
"1141",192,0,0,0,221.6,101,37.67,285.2,100.174979887369,24.24,167.4,83,7.53,12.7,6,3.43,1.56590370955012,"0"
"1142",93,0,0,0,114.3,100,19.43,221.1,103,18.79,126.3,88,5.68,10.9,9,2.77319131832797,0,"0"
"1143",101,0,1,33,219.7,137,37.35,186.8,94,15.88,184.5,113,8.3,9.5,2,2.77319131832797,2,"0"
"1144",77,0,0,0,144.9,136,24.63,151.3,115,12.86,252.4,73,11.36,12.3,3,3.32,2,"0"
"1145",105,0,1,40,236.5,111,40.21,117,110,9.95,221.1,115,9.95,8.1,3,2.19,2,"0"
"1146",133,0,1,8.07234042553191,174,80,29.58,209.4,113,17.8,224.1,87,11.79,14.1,7,3.81,2,"1"
"1147",131,0,0,8.07234042553191,109.5,95,18.62,228.9,100.174979887369,17.0312157809984,258.6,108,11.64,6.6,7,1.78,1,"0"
"1148",106,0,1,33,81.6,120,13.87,235.6,85,20.03,150.9,113,6.79,9.9,4,2.67,1,"0"
"1149",118,0,0,8.07234042553191,133.4,113,22.68,121,92,10.29,254.7,129,11.46,5.9,4,1.59,1,"0"
"1150",125,0,0,0,137.1,94,23.31,209.8,119,17.83,238.4,114,10.73,8.6,4,2.32,1,"0"
"1151",95,0,0,0,197,88,33.49,190.4,68,16.18,211.9,104,9.54,16.1,8,4.35,0,"0"
"1152",80,0,0,0,198.1,100.082348455966,33.68,156.7,120,13.32,182.1,76,8.19,9.3,3,2.51,3,"0"
"1153",145,0,0,0,39.5,78,6.72,264.3,106,22.47,185.8,90,9.03963888888889,10,6,2.7,0,"0"
"1154",37,0,0,0,213.8,107,33.92,207.5,110,17.64,83.9,123,3.78,8.1,4,2.19,2,"0"
"1155",87,0,0,0,156.8,93,26.66,215.8,68,17.0312157809984,223.3,77,10.05,7.6,6,2.05,1,"0"
"1156",69,0,0,0,183.4,85,31.18,237.6,100,20.2,201.866098254162,94,10.26,9,5,2.43,3,"0"
"1157",83,0,0,0,132.4,120,22.51,121.6,101,10.34,197.7,84,8.9,8.6,2,2.32,1,"0"
"1158",195,0,0,0,63.2,108,10.74,220.2,88,18.72,184,99,8.28,5.1,3,1.38,0,"0"
"1159",67,1,1,35,279.3,59,30.79,200.355623332063,116,18.35,216.3,121,9.73,10.2141082164329,4,4.56,0,"1"
"1160",75,0,1,27,117.5,102,19.98,206.8,127,17.58,194.4,114,8.75,4.2,7,1.13,3,"0"
"1161",123,0,1,27,218.7,79,37.18,163.4,78,13.89,173.8,116,7.82,15,1,4.05,1.56590370955012,"0"
"1162",41,0,1,41,207.3,95,35.24,137.3,100.174979887369,11.67,115.7,74,5.21,5.9,3,1.59,1,"0"
"1163",75,0,0,0,150.6,99,25.6,301.5,83,25.63,158.7,104,7.14,8.1,5,2.19,0,"0"
"1164",76,1,0,0,273.3,66,46.46,263.6,121,22.41,165.2,84,7.43,12,7,3.24,1.56590370955012,"1"
"1165",86,1,0,0,266.1,120,45.24,182,121,15.47,206.5,103,9.29,10.3,4,2.78,1,"0"
"1166",140,0,0,0,112.8,89,19.18,156.7,65,13.32,249.6,85,11.23,16.3,6,4.4,0,"0"
"1167",70,0,0,0,104.7,112,17.8,82.2,104,6.99,169.4,110,7.62,15.8,7,4.27,3,"0"
"1168",118,0,0,0,253.2,122,43.04,201,78,17.09,195.3,108,8.79,9.7,7,2.62,2,"0"
"1169",66,0,1,0,174.7,91,29.7,232.1,105,19.73,305.4,98,13.74,8.9,2,2.4,1,"0"
"1170",78,0,0,0,87,102,14.79,193.6,64,16.46,205.8,120,9.26,11,5,2.97,0,"0"
"1171",129,0,1,34,204.5,79,34.77,132.8,113,11.29,190.1,117,8.55,14.8,9,4,2,"0"
"1172",6,0,0,0,226.5,93,38.51,152.1,122,12.93,164.4,98,7.4,9.4,4,2.54,3,"0"
"1173",107,1,0,0,234.1,91,39.8,200.355623332063,105,13.86,201.866098254162,100,12.71,10,3,2.7,1,"0"
